pdbid,release_date
1Y73,2004-12-21T00:00:00+0000
1Y77,2005-01-04T00:00:00+0000
1Y90,2004-12-21T00:00:00+0000
1Y95,2004-12-21T00:00:00+0000
1Y99,2004-12-21T00:00:00+0000
1YFG,1997-09-03T00:00:00+0000
1YFV,1997-10-15T00:00:00+0000
1YG3,2005-12-13T00:00:00+0000
1YG4,2005-12-13T00:00:00+0000
1YHQ,2005-04-26T00:00:00+0000
1YI2,2005-04-26T00:00:00+0000
1YIJ,2005-04-26T00:00:00+0000
1YIT,2005-04-26T00:00:00+0000
1YJ9,2005-04-26T00:00:00+0000
1YJN,2005-04-26T00:00:00+0000
1YJW,2005-04-26T00:00:00+0000
1YKQ,2005-02-22T00:00:00+0000
1YKV,2005-02-22T00:00:00+0000
1YLG,2005-02-01T00:00:00+0000
1YLS,2005-02-22T00:00:00+0000
1YMO,2005-03-15T00:00:00+0000
1YN1,2006-01-24T00:00:00+0000
1YN2,2006-01-24T00:00:00+0000
1YNC,2005-02-08T00:00:00+0000
1YNE,2005-02-08T00:00:00+0000
1YNG,2005-02-08T00:00:00+0000
1YRJ,2005-06-07T00:00:00+0000
1YSH,2005-07-05T00:00:00+0000
1YSV,2005-07-19T00:00:00+0000
1YTU,2005-04-05T00:00:00+0000
1YTY,2006-01-17T00:00:00+0000
1YVP,2005-06-07T00:00:00+0000
1YXP,2006-01-31T00:00:00+0000
1YY0,2005-10-18T00:00:00+0000
1YYK,2005-11-22T00:00:00+0000
1YYO,2005-11-22T00:00:00+0000
1YYW,2005-11-22T00:00:00+0000
1YZ9,2005-11-22T00:00:00+0000
1YZD,2005-10-18T00:00:00+0000
1Z2J,2005-06-14T00:00:00+0000
1Z30,2005-04-26T00:00:00+0000
1Z31,2005-03-22T00:00:00+0000
1Z43,2005-06-14T00:00:00+0000
1Z58,2005-06-28T00:00:00+0000
1Z79,2005-10-18T00:00:00+0000
1Z7F,2005-10-18T00:00:00+0000
1ZBH,2006-09-26T00:00:00+0000
1ZBI,2005-07-12T00:00:00+0000
1ZBL,2005-07-12T00:00:00+0000
1ZBN,2005-04-19T00:00:00+0000
1ZC5,2005-06-07T00:00:00+0000
1ZC8,2005-04-19T00:00:00+0000
1ZCI,2006-01-31T00:00:00+0000
1ZDH,1997-04-21T00:00:00+0000
1ZDI,1997-04-21T00:00:00+0000
1ZDJ,1998-07-08T00:00:00+0000
1ZDK,1998-12-07T00:00:00+0000
1ZE2,2005-04-26T00:00:00+0000
1ZEV,2005-10-25T00:00:00+0000
1ZFT,2006-02-14T00:00:00+0000
1ZFV,2006-02-14T00:00:00+0000
1ZFX,2006-02-14T00:00:00+0000
1ZH5,2006-01-17T00:00:00+0000
1ZHO,2006-05-09T00:00:00+0000
1ZIF,1997-03-12T00:00:00+0000
1ZIG,1997-03-12T00:00:00+0000
1ZIH,1997-03-12T00:00:00+0000
1ZJW,2005-06-07T00:00:00+0000
1ZL3,2005-08-09T00:00:00+0000
1ZN0,2005-06-14T00:00:00+0000
1ZN1,2005-06-14T00:00:00+0000
1ZO1,2005-06-14T00:00:00+0000
1ZO3,2005-06-14T00:00:00+0000
1ZSE,2006-05-09T00:00:00+0000
1ZX7,2005-09-20T00:00:00+0000
1ZZ5,2005-09-20T00:00:00+0000
1ZZN,2005-08-30T00:00:00+0000
205D,1995-09-15T00:00:00+0000
219D,1995-10-15T00:00:00+0000
21CC,2025-12-17T00:00:00+0000
21WE,2026-01-14T00:00:00+0000
21WJ,2026-01-14T00:00:00+0000
255D,1995-02-07T00:00:00+0000
259D,1996-08-26T00:00:00+0000
280D,1996-09-30T00:00:00+0000
283D,1996-09-30T00:00:00+0000
28SP,1999-04-12T00:00:00+0000
28SR,1999-04-20T00:00:00+0000
299D,1997-01-24T00:00:00+0000
2A04,2005-09-20T00:00:00+0000
2A0P,2005-08-16T00:00:00+0000
2A1R,2005-12-20T00:00:00+0000
2A2E,2005-09-06T00:00:00+0000
2A43,2005-09-27T00:00:00+0000
2A64,2005-09-20T00:00:00+0000
2A8V,1999-04-26T00:00:00+0000
2A9L,1998-06-17T00:00:00+0000
2A9X,2005-11-01T00:00:00+0000
2AAR,2005-08-23T00:00:00+0000
2AB4,2005-12-13T00:00:00+0000
2AD9,2005-10-04T00:00:00+0000
2ADB,2005-10-04T00:00:00+0000
2ADC,2005-10-04T00:00:00+0000
2ADT,2005-07-26T00:00:00+0000
2AGN,2006-07-25T00:00:00+0000
2AHT,2006-10-17T00:00:00+0000
2AKE,2006-07-11T00:00:00+0000
2ANN,2006-10-24T00:00:00+0000
2ANR,2006-10-24T00:00:00+0000
2AO5,2006-03-28T00:00:00+0000
2AP0,2006-09-05T00:00:00+0000
2AP5,2006-09-05T00:00:00+0000
2ASB,2005-10-11T00:00:00+0000
2ATW,2005-10-11T00:00:00+0000
2AU4,2006-03-28T00:00:00+0000
2AWE,2006-02-07T00:00:00+0000
2AWQ,2006-01-17T00:00:00+0000
2AZ0,2005-10-11T00:00:00+0000
2AZ2,2005-10-11T00:00:00+0000
2AZX,2006-08-01T00:00:00+0000
2B2D,2006-05-09T00:00:00+0000
2B2E,2006-05-09T00:00:00+0000
2B2G,2006-05-09T00:00:00+0000
2B3J,2006-01-24T00:00:00+0000
2B57,2006-05-23T00:00:00+0000
2B63,2005-12-06T00:00:00+0000
2B6G,2006-01-24T00:00:00+0000
2B7G,2006-01-24T00:00:00+0000
2B8R,2005-10-25T00:00:00+0000
2B8S,2005-10-25T00:00:00+0000
2BBV,1994-08-31T00:00:00+0000
2BCY,2006-02-14T00:00:00+0000
2BCZ,2006-02-14T00:00:00+0000
2BE0,2005-12-20T00:00:00+0000
2BEE,2005-12-20T00:00:00+0000
2BGG,2005-03-31T00:00:00+0000
2BH2,2005-03-30T00:00:00+0000
2BJ2,1999-02-02T00:00:00+0000
2BJ6,2005-03-09T00:00:00+0000
2BNY,2006-03-22T00:00:00+0000
2BQ5,2006-03-22T00:00:00+0000
2BS0,2006-03-22T00:00:00+0000
2BS1,2006-03-22T00:00:00+0000
2BTE,2005-09-15T00:00:00+0000
2BU1,2005-08-18T00:00:00+0000
2BX2,2005-10-14T00:00:00+0000
2BYT,2005-09-15T00:00:00+0000
2C06,2006-02-08T00:00:00+0000
2C0B,2005-10-14T00:00:00+0000
2C4Q,2005-11-07T00:00:00+0000
2C4R,2005-10-25T00:00:00+0000
2C4Y,2006-01-05T00:00:00+0000
2C4Z,2006-01-05T00:00:00+0000
2C50,2006-01-05T00:00:00+0000
2C51,2006-01-05T00:00:00+0000
2CD1,2007-05-01T00:00:00+0000
2CD3,2007-05-01T00:00:00+0000
2CD5,2007-05-01T00:00:00+0000
2CD6,2007-05-01T00:00:00+0000
2CJK,2006-06-28T00:00:00+0000
2CKY,2006-05-08T00:00:00+0000
2CSX,2005-09-20T00:00:00+0000
2CT8,2005-09-20T00:00:00+0000
2CV0,2006-09-05T00:00:00+0000
2CV1,2006-09-05T00:00:00+0000
2CV2,2006-09-05T00:00:00+0000
2CZJ,2006-10-31T00:00:00+0000
2D17,2005-11-01T00:00:00+0000
2D18,2005-11-01T00:00:00+0000
2D19,2005-11-01T00:00:00+0000
2D1A,2005-11-01T00:00:00+0000
2D1B,2005-11-01T00:00:00+0000
2D2K,2005-11-01T00:00:00+0000
2D2L,2005-11-01T00:00:00+0000
2D3O,2005-12-06T00:00:00+0000
2D6F,2006-07-11T00:00:00+0000
2DB3,2006-05-02T00:00:00+0000
2DD1,2006-06-13T00:00:00+0000
2DD2,2006-06-13T00:00:00+0000
2DD3,2006-06-13T00:00:00+0000
2DER,2006-08-15T00:00:00+0000
2DET,2006-08-15T00:00:00+0000
2DEU,2006-08-15T00:00:00+0000
2DLC,2007-06-12T00:00:00+0000
2DQO,2007-04-17T00:00:00+0000
2DQP,2007-04-17T00:00:00+0000
2DQQ,2007-04-17T00:00:00+0000
2DR2,2006-07-11T00:00:00+0000
2DR5,2006-10-31T00:00:00+0000
2DR7,2006-11-14T00:00:00+0000
2DR8,2006-11-14T00:00:00+0000
2DR9,2006-11-14T00:00:00+0000
2DRA,2006-11-14T00:00:00+0000
2DRB,2006-11-14T00:00:00+0000
2DU3,2007-03-13T00:00:00+0000
2DU4,2007-03-13T00:00:00+0000
2DU5,2007-03-13T00:00:00+0000
2DU6,2007-03-13T00:00:00+0000
2DVI,2006-11-14T00:00:00+0000
2DXI,2006-10-31T00:00:00+0000
2E2H,2006-12-12T00:00:00+0000
2E2I,2006-12-19T00:00:00+0000
2E2J,2006-12-12T00:00:00+0000
2E5L,2007-05-15T00:00:00+0000
2E9R,2007-06-26T00:00:00+0000
2E9T,2007-06-26T00:00:00+0000
2E9Z,2007-06-26T00:00:00+0000
2EC0,2007-06-26T00:00:00+0000
2EES,2007-11-13T00:00:00+0000
2EET,2007-11-13T00:00:00+0000
2EEU,2007-11-13T00:00:00+0000
2EEV,2007-11-13T00:00:00+0000
2EEW,2007-11-13T00:00:00+0000
2ERR,2006-01-10T00:00:00+0000
2ES5,2006-01-24T00:00:00+0000
2ESE,2006-01-24T00:00:00+0000
2ESI,2005-12-20T00:00:00+0000
2ESJ,2005-12-20T00:00:00+0000
2ET3,2005-12-13T00:00:00+0000
2ET4,2005-12-13T00:00:00+0000
2ET5,2005-12-13T00:00:00+0000
2ET8,2005-12-13T00:00:00+0000
2EUY,2006-01-03T00:00:00+0000
2EVY,2006-08-22T00:00:00+0000
2EZ6,2006-02-07T00:00:00+0000
2F4S,2006-05-02T00:00:00+0000
2F4T,2006-05-02T00:00:00+0000
2F4U,2006-05-02T00:00:00+0000
2F4V,2006-07-04T00:00:00+0000
2F4X,2006-02-28T00:00:00+0000
2F87,2006-08-08T00:00:00+0000
2F88,2006-02-28T00:00:00+0000
2F8K,2006-01-24T00:00:00+0000
2F8S,2006-10-31T00:00:00+0000
2F8T,2006-10-31T00:00:00+0000
2FCX,2006-05-16T00:00:00+0000
2FCY,2006-05-16T00:00:00+0000
2FCZ,2006-05-16T00:00:00+0000
2FD0,2006-05-16T00:00:00+0000
2FDT,2006-12-05T00:00:00+0000
2FEY,2006-06-27T00:00:00+0000
2FGP,2006-02-14T00:00:00+0000
2FK6,2006-03-21T00:00:00+0000
2FMT,1999-07-29T00:00:00+0000
2FQN,2006-02-14T00:00:00+0000
2FTC,2006-04-11T00:00:00+0000
2FY1,2007-02-06T00:00:00+0000
2FZ2,2006-02-21T00:00:00+0000
2G1G,2006-06-20T00:00:00+0000
2G1W,2006-04-11T00:00:00+0000
2G32,2006-05-30T00:00:00+0000
2G3S,2007-01-16T00:00:00+0000
2G4B,2006-07-25T00:00:00+0000
2G5K,2006-06-20T00:00:00+0000
2G8F,2006-04-25T00:00:00+0000
2G8H,2006-04-25T00:00:00+0000
2G8I,2006-04-25T00:00:00+0000
2G8K,2006-04-25T00:00:00+0000
2G8U,2006-04-25T00:00:00+0000
2G8V,2006-04-25T00:00:00+0000
2G8W,2006-04-25T00:00:00+0000
2G91,2007-04-03T00:00:00+0000
2G92,2006-04-18T00:00:00+0000
2G9C,2006-11-21T00:00:00+0000
2GBH,2006-04-11T00:00:00+0000
2GCS,2006-09-26T00:00:00+0000
2GCV,2006-09-26T00:00:00+0000
2GDI,2006-07-04T00:00:00+0000
2GIC,2006-08-22T00:00:00+0000
2GIO,2006-06-20T00:00:00+0000
2GIP,2006-06-20T00:00:00+0000
2GIS,2006-07-04T00:00:00+0000
2GJE,2006-09-05T00:00:00+0000
2GJW,2006-09-12T00:00:00+0000
2GM0,2006-04-25T00:00:00+0000
2GO5,2006-06-13T00:00:00+0000
2GPM,2006-06-27T00:00:00+0000
2GQ4,2006-06-27T00:00:00+0000
2GQ5,2006-06-27T00:00:00+0000
2GQ6,2006-06-27T00:00:00+0000
2GQ7,2006-06-27T00:00:00+0000
2GRB,2006-11-21T00:00:00+0000
2GRW,2007-03-06T00:00:00+0000
2GTT,2006-09-19T00:00:00+0000
2GUN,2006-08-01T00:00:00+0000
2GV3,2006-08-08T00:00:00+0000
2GV4,2007-03-20T00:00:00+0000
2GVO,2007-05-08T00:00:00+0000
2GXB,2007-05-01T00:00:00+0000
2H0S,2006-09-26T00:00:00+0000
2H0W,2006-09-26T00:00:00+0000
2H0X,2006-09-26T00:00:00+0000
2H0Z,2006-09-26T00:00:00+0000
2H1M,2006-07-18T00:00:00+0000
2H49,2006-11-21T00:00:00+0000
2HEM,2006-09-12T00:00:00+0000
2HGH,2006-08-01T00:00:00+0000
2HHH,2006-09-26T00:00:00+0000
2HNS,2006-10-31T00:00:00+0000
2HO6,2006-09-26T00:00:00+0000
2HO7,2006-09-26T00:00:00+0000
2HOJ,2006-09-19T00:00:00+0000
2HOK,2006-09-19T00:00:00+0000
2HOL,2006-09-19T00:00:00+0000
2HOM,2006-09-19T00:00:00+0000
2HOO,2006-09-19T00:00:00+0000
2HOP,2006-09-19T00:00:00+0000
2HT1,2006-11-14T00:00:00+0000
2HUA,2007-04-17T00:00:00+0000
2HVY,2006-09-12T00:00:00+0000
2HW8,2006-12-19T00:00:00+0000
2HYI,2006-08-15T00:00:00+0000
2I2Y,2006-12-12T00:00:00+0000
2I7E,2007-04-03T00:00:00+0000
2I7Z,2007-04-03T00:00:00+0000
2I82,2006-11-21T00:00:00+0000
2I91,2006-10-17T00:00:00+0000
2IHX,2007-01-16T00:00:00+0000
2IL9,2007-02-13T00:00:00+0000
2IRN,2007-02-20T00:00:00+0000
2IRO,2007-02-20T00:00:00+0000
2IX1,2006-10-05T00:00:00+0000
2IXY,2006-09-06T00:00:00+0000
2IXZ,2006-09-06T00:00:00+0000
2IY3,2006-11-02T00:00:00+0000
2IY5,2006-09-06T00:00:00+0000
2IZ8,2006-07-27T00:00:00+0000
2IZ9,2006-07-27T00:00:00+0000
2IZM,2007-07-03T00:00:00+0000
2IZN,2006-07-27T00:00:00+0000
2J0Q,2006-08-30T00:00:00+0000
2J0S,2006-09-06T00:00:00+0000
2J28,2006-11-08T00:00:00+0000
2J37,2006-11-08T00:00:00+0000
2JA5,2007-02-20T00:00:00+0000
2JA6,2007-02-20T00:00:00+0000
2JA7,2007-02-20T00:00:00+0000
2JA8,2007-02-20T00:00:00+0000
2JEA,2007-04-03T00:00:00+0000
2JJA,2008-07-22T00:00:00+0000
2JLT,2009-08-18T00:00:00+0000
2JLU,2008-11-25T00:00:00+0000
2JLV,2008-11-25T00:00:00+0000
2JLW,2008-11-25T00:00:00+0000
2JLX,2008-11-25T00:00:00+0000
2JLY,2008-11-25T00:00:00+0000
2JLZ,2008-11-25T00:00:00+0000
2JPP,2007-08-21T00:00:00+0000
2JQ7,2007-07-03T00:00:00+0000
2JR4,2007-07-24T00:00:00+0000
2JRG,2007-07-24T00:00:00+0000
2JRQ,2007-07-24T00:00:00+0000
2JSE,2007-11-20T00:00:00+0000
2JSG,2007-08-07T00:00:00+0000
2JTP,2007-10-02T00:00:00+0000
2JUK,2007-11-20T00:00:00+0000
2JWV,2008-01-08T00:00:00+0000
2JXQ,2008-05-20T00:00:00+0000
2JXS,2008-05-20T00:00:00+0000
2JXV,2008-04-29T00:00:00+0000
2JYF,2008-10-07T00:00:00+0000
2JYH,2008-10-07T00:00:00+0000
2JYJ,2008-10-07T00:00:00+0000
2JYM,2008-04-29T00:00:00+0000
2K3Z,2008-11-04T00:00:00+0000
2K41,2008-11-04T00:00:00+0000
2K4C,2008-12-09T00:00:00+0000
2K5Z,2009-07-14T00:00:00+0000
2K65,2009-07-14T00:00:00+0000
2K66,2009-07-14T00:00:00+0000
2K7E,2008-10-07T00:00:00+0000
2K95,2008-11-25T00:00:00+0000
2K96,2008-11-25T00:00:00+0000
2KBP,2009-03-24T00:00:00+0000
2KD4,2009-04-07T00:00:00+0000
2KD8,2010-01-19T00:00:00+0000
2KDQ,2009-06-23T00:00:00+0000
2KE6,2010-01-26T00:00:00+0000
2KEZ,2009-07-21T00:00:00+0000
2KF0,2009-07-21T00:00:00+0000
2KFY,2010-06-09T00:00:00+0000
2KG0,2010-06-09T00:00:00+0000
2KG1,2010-06-09T00:00:00+0000
2KGP,2009-06-02T00:00:00+0000
2KH9,2010-03-09T00:00:00+0000
2KHY,2010-02-16T00:00:00+0000
2KM8,2010-07-28T00:00:00+0000
2KMJ,2009-08-18T00:00:00+0000
2KOC,2009-12-01T00:00:00+0000
2KP3,2010-02-09T00:00:00+0000
2KP4,2010-02-09T00:00:00+0000
2KPC,2010-06-30T00:00:00+0000
2KPD,2010-06-30T00:00:00+0000
2KPV,2010-08-04T00:00:00+0000
2KRL,2011-02-09T00:00:00+0000
2KRP,2010-12-01T00:00:00+0000
2KRQ,2010-12-01T00:00:00+0000
2KRV,2010-12-01T00:00:00+0000
2KRW,2010-12-01T00:00:00+0000
2KRY,2010-08-18T00:00:00+0000
2KRZ,2010-08-18T00:00:00+0000
2KTZ,2010-04-28T00:00:00+0000
2KU0,2010-04-28T00:00:00+0000
2KUR,2010-05-19T00:00:00+0000
2KUU,2010-05-19T00:00:00+0000
2KUV,2010-05-19T00:00:00+0000
2KUW,2010-05-19T00:00:00+0000
2KVN,2010-07-07T00:00:00+0000
2KWG,2010-07-21T00:00:00+0000
2KX5,2010-07-07T00:00:00+0000
2KX8,2010-09-08T00:00:00+0000
2KXM,2011-04-20T00:00:00+0000
2KXN,2011-03-16T00:00:00+0000
2KXZ,2010-06-02T00:00:00+0000
2KY0,2010-06-02T00:00:00+0000
2KY1,2010-06-02T00:00:00+0000
2KY2,2010-06-02T00:00:00+0000
2KYD,2010-07-07T00:00:00+0000
2KYE,2010-06-30T00:00:00+0000
2KZL,2011-02-23T00:00:00+0000
2L1F,2010-10-27T00:00:00+0000
2L1V,2010-09-01T00:00:00+0000
2L2J,2010-10-27T00:00:00+0000
2L2K,2010-10-27T00:00:00+0000
2L3C,2010-10-27T00:00:00+0000
2L3E,2010-11-17T00:00:00+0000
2L3J,2010-10-27T00:00:00+0000
2L41,2010-11-17T00:00:00+0000
2L5D,2011-04-20T00:00:00+0000
2L5Z,2011-02-16T00:00:00+0000
2L6I,2011-03-23T00:00:00+0000
2L8C,2011-02-23T00:00:00+0000
2L8F,2011-08-31T00:00:00+0000
2L8H,2011-03-23T00:00:00+0000
2L8U,2011-02-23T00:00:00+0000
2L8W,2011-02-23T00:00:00+0000
2L94,2011-06-15T00:00:00+0000
2L9E,2011-03-02T00:00:00+0000
2LA5,2011-06-08T00:00:00+0000
2LA9,2011-08-03T00:00:00+0000
2LAC,2011-08-03T00:00:00+0000
2LAR,2011-10-12T00:00:00+0000
2LB4,2011-06-29T00:00:00+0000
2LBJ,2012-04-04T00:00:00+0000
2LBK,2012-04-04T00:00:00+0000
2LBL,2012-04-04T00:00:00+0000
2LBQ,2011-08-03T00:00:00+0000
2LBR,2011-08-03T00:00:00+0000
2LBS,2011-08-31T00:00:00+0000
2LC8,2011-11-23T00:00:00+0000
2LDL,2011-12-28T00:00:00+0000
2LDT,2011-09-07T00:00:00+0000
2LDZ,1999-02-23T00:00:00+0000
2LEB,2011-11-23T00:00:00+0000
2LEC,2011-11-23T00:00:00+0000
2LHP,2012-07-25T00:00:00+0000
2LI4,2012-08-22T00:00:00+0000
2LI8,2011-12-07T00:00:00+0000
2LJJ,2012-09-19T00:00:00+0000
2LK3,2012-02-22T00:00:00+0000
2LKR,2012-02-22T00:00:00+0000
2LP9,2012-05-16T00:00:00+0000
2LPA,2012-05-16T00:00:00+0000
2LPS,2012-08-08T00:00:00+0000
2LPT,2012-08-08T00:00:00+0000
2LQZ,2012-08-01T00:00:00+0000
2LU0,2013-04-10T00:00:00+0000
2LUB,2012-07-25T00:00:00+0000
2LUN,2013-12-18T00:00:00+0000
2LUP,2012-07-04T00:00:00+0000
2LV0,2013-06-26T00:00:00+0000
2LVY,2013-04-10T00:00:00+0000
2LWK,2012-08-29T00:00:00+0000
2LX1,2012-11-21T00:00:00+0000
2M12,2013-10-23T00:00:00+0000
2M18,2013-04-17T00:00:00+0000
2M1O,2013-02-13T00:00:00+0000
2M1V,2014-06-11T00:00:00+0000
2M21,2013-03-20T00:00:00+0000
2M22,2013-03-20T00:00:00+0000
2M23,2013-12-18T00:00:00+0000
2M24,2013-12-18T00:00:00+0000
2M39,2013-11-27T00:00:00+0000
2M4Q,2013-03-20T00:00:00+0000
2M4W,2014-03-05T00:00:00+0000
2M57,2014-02-26T00:00:00+0000
2M58,2013-04-03T00:00:00+0000
2M5U,2014-04-02T00:00:00+0000
2M8D,2013-07-10T00:00:00+0000
2M8K,2013-06-19T00:00:00+0000
2MB0,2014-04-09T00:00:00+0000
2MEQ,2014-01-01T00:00:00+0000
2MER,2014-01-01T00:00:00+0000
2MF0,2014-05-21T00:00:00+0000
2MF1,2014-05-21T00:00:00+0000
2MFC,2014-02-26T00:00:00+0000
2MFD,2014-10-15T00:00:00+0000
2MFE,2014-02-26T00:00:00+0000
2MFF,2014-02-26T00:00:00+0000
2MFG,2014-02-26T00:00:00+0000
2MFH,2014-02-26T00:00:00+0000
2MGZ,2014-08-13T00:00:00+0000
2MHI,2013-12-25T00:00:00+0000
2MI0,2014-01-15T00:00:00+0000
2MIS,2014-01-22T00:00:00+0000
2MIY,2014-01-29T00:00:00+0000
2MJH,2014-05-28T00:00:00+0000
2MKI,2014-07-23T00:00:00+0000
2MKK,2014-07-23T00:00:00+0000
2MKN,2014-03-19T00:00:00+0000
2MN0,2015-04-15T00:00:00+0000
2MNC,2014-10-01T00:00:00+0000
2MQO,2015-12-23T00:00:00+0000
2MQP,2015-12-23T00:00:00+0000
2MQQ,2015-12-23T00:00:00+0000
2MQT,2014-09-10T00:00:00+0000
2MQV,2014-09-17T00:00:00+0000
2MS0,2014-09-17T00:00:00+0000
2MS1,2014-09-10T00:00:00+0000
2MS5,2015-01-28T00:00:00+0000
2MTJ,2014-10-22T00:00:00+0000
2MTK,2014-10-22T00:00:00+0000
2MTV,2014-11-26T00:00:00+0000
2MVS,2015-09-16T00:00:00+0000
2MVY,2015-09-30T00:00:00+0000
2MXJ,2015-05-06T00:00:00+0000
2MXK,2015-05-06T00:00:00+0000
2MXL,2015-05-06T00:00:00+0000
2MXS,2015-12-09T00:00:00+0000
2MXY,2015-02-25T00:00:00+0000
2MZ1,2015-04-08T00:00:00+0000
2N0J,2016-02-03T00:00:00+0000
2N0R,2015-05-20T00:00:00+0000
2N1Q,2015-05-27T00:00:00+0000
2N2O,2015-08-05T00:00:00+0000
2N2P,2015-08-05T00:00:00+0000
2N3O,2016-08-10T00:00:00+0000
2N3Q,2015-07-15T00:00:00+0000
2N3R,2015-07-15T00:00:00+0000
2N4J,2015-07-29T00:00:00+0000
2N4L,2015-12-02T00:00:00+0000
2N6S,2016-08-03T00:00:00+0000
2N6T,2016-08-03T00:00:00+0000
2N6W,2016-08-03T00:00:00+0000
2N6X,2016-08-03T00:00:00+0000
2N7C,2016-10-12T00:00:00+0000
2N7M,2015-12-30T00:00:00+0000
2N7X,2016-04-13T00:00:00+0000
2N82,2016-04-13T00:00:00+0000
2N8L,2017-01-25T00:00:00+0000
2N8M,2017-01-25T00:00:00+0000
2N8V,2015-11-11T00:00:00+0000
2NBX,2016-08-10T00:00:00+0000
2NBY,2016-08-10T00:00:00+0000
2NBZ,2016-08-10T00:00:00+0000
2NC0,2016-08-10T00:00:00+0000
2NC1,2016-08-10T00:00:00+0000
2NCI,2016-09-28T00:00:00+0000
2NCQ,2017-04-19T00:00:00+0000
2NCR,2017-04-19T00:00:00+0000
2NOK,2007-02-13T00:00:00+0000
2NOQ,2006-11-21T00:00:00+0000
2NPY,2007-08-14T00:00:00+0000
2NPZ,2007-08-14T00:00:00+0000
2NQP,2007-05-15T00:00:00+0000
2NR0,2007-05-15T00:00:00+0000
2NRE,2007-05-15T00:00:00+0000
2NUE,2007-11-20T00:00:00+0000
2NUF,2007-11-20T00:00:00+0000
2NUG,2007-11-20T00:00:00+0000
2NVQ,2006-12-12T00:00:00+0000
2NVT,2006-12-12T00:00:00+0000
2NVX,2006-12-19T00:00:00+0000
2NVZ,2006-12-19T00:00:00+0000
2NZ4,2007-01-16T00:00:00+0000
2O32,2007-02-06T00:00:00+0000
2O33,2007-02-06T00:00:00+0000
2O3V,2007-11-06T00:00:00+0000
2O3W,2007-11-06T00:00:00+0000
2O3X,2007-11-06T00:00:00+0000
2O3Y,2007-11-06T00:00:00+0000
2O43,2007-12-04T00:00:00+0000
2O44,2007-12-04T00:00:00+0000
2O45,2007-12-04T00:00:00+0000
2O5I,2007-07-03T00:00:00+0000
2O5J,2007-07-03T00:00:00+0000
2O81,2007-07-10T00:00:00+0000
2O83,2007-07-10T00:00:00+0000
2OB7,2007-01-23T00:00:00+0000
2OE5,2007-02-13T00:00:00+0000
2OE6,2007-02-13T00:00:00+0000
2OE8,2007-02-13T00:00:00+0000
2OEU,2007-02-20T00:00:00+0000
2OGM,2007-05-01T00:00:00+0000
2OGN,2007-05-01T00:00:00+0000
2OGO,2007-05-01T00:00:00+0000
2OIH,2007-03-27T00:00:00+0000
2OIJ,2007-02-13T00:00:00+0000
2OIU,2007-03-13T00:00:00+0000
2OIY,2007-12-25T00:00:00+0000
2OJ0,2007-12-25T00:00:00+0000
2OJ3,2007-03-27T00:00:00+0000
2OJ7,2007-05-22T00:00:00+0000
2OJ8,2007-05-22T00:00:00+0000
2OM3,2007-10-16T00:00:00+0000
2OM7,2008-01-15T00:00:00+0000
2OOM,2008-01-29T00:00:00+0000
2OTJ,2007-04-03T00:00:00+0000
2OTL,2007-04-03T00:00:00+0000
2OUE,2007-03-06T00:00:00+0000
2OZB,2007-03-20T00:00:00+0000
2P7D,2007-05-22T00:00:00+0000
2P7E,2007-05-22T00:00:00+0000
2P7F,2007-05-22T00:00:00+0000
2P89,2007-04-03T00:00:00+0000
2PCV,2007-05-08T00:00:00+0000
2PCW,2007-05-08T00:00:00+0000
2PJP,2007-10-30T00:00:00+0000
2PLY,2007-11-06T00:00:00+0000
2PN3,2008-04-01T00:00:00+0000
2PN4,2008-04-01T00:00:00+0000
2PN9,2007-10-30T00:00:00+0000
2PO1,2008-03-18T00:00:00+0000
2PPB,2007-07-17T00:00:00+0000
2PWT,2007-09-18T00:00:00+0000
2PXB,2007-08-07T00:00:00+0000
2PXD,2007-08-07T00:00:00+0000
2PXE,2007-08-07T00:00:00+0000
2PXF,2007-08-07T00:00:00+0000
2PXK,2007-08-07T00:00:00+0000
2PXL,2007-08-07T00:00:00+0000
2PXP,2007-08-07T00:00:00+0000
2PXQ,2007-08-07T00:00:00+0000
2PXT,2007-08-07T00:00:00+0000
2PXU,2007-08-07T00:00:00+0000
2PXV,2007-08-07T00:00:00+0000
2PY9,2007-06-12T00:00:00+0000
2Q1O,2007-10-30T00:00:00+0000
2Q1R,2007-10-30T00:00:00+0000
2Q66,2007-08-28T00:00:00+0000
2QA4,2008-04-01T00:00:00+0000
2QBZ,2007-09-18T00:00:00+0000
2QEK,2008-05-06T00:00:00+0000
2QEX,2008-09-30T00:00:00+0000
2QH2,2007-09-25T00:00:00+0000
2QH3,2007-09-25T00:00:00+0000
2QH4,2007-09-25T00:00:00+0000
2QK9,2007-11-13T00:00:00+0000
2QKB,2007-11-13T00:00:00+0000
2QKK,2007-11-13T00:00:00+0000
2QQP,2009-01-20T00:00:00+0000
2QUS,2008-07-15T00:00:00+0000
2QUW,2008-07-15T00:00:00+0000
2QUX,2007-12-18T00:00:00+0000
2QWY,2008-01-22T00:00:00+0000
2R1G,2008-03-18T00:00:00+0000
2R1S,2007-09-25T00:00:00+0000
2R20,2007-09-25T00:00:00+0000
2R21,2007-09-25T00:00:00+0000
2R22,2007-09-25T00:00:00+0000
2R7R,2008-07-29T00:00:00+0000
2R7S,2008-07-29T00:00:00+0000
2R7T,2008-07-29T00:00:00+0000
2R7U,2008-07-29T00:00:00+0000
